# 実Excel 16.0 の ★CommandBars（右クリックの メニュー ほか）★ 2026-08-30
# 取り方: Application.CommandBars を 全部 歩く（新規ブック・保存なし・読むだけ）
# 列: バーの名前 / 親の道 / 命令 / Type / Id
Worksheet Menu Bar	/挿入(I)/図(P)	ファイルから(F)...	1	2619
Worksheet Menu Bar	/挿入(I)/図(P)	スキャナー​​またはカメラから(S)...	1	1764
Worksheet Menu Bar	/挿入(I)/図(P)	インク描画と​​書き込み(D)	1	9405
Worksheet Menu Bar	/挿入(I)/図(P)	オートシェイプ(A)	1	2630
Worksheet Menu Bar	/挿入(I)/図(P)	ワードアート​​(W)...	1	1031
Worksheet Menu Bar	/挿入(I)/図(P)	組織図​​(O)	1	702
Worksheet Menu Bar	/挿入(I)	図表​​(G)...	1	1032
Worksheet Menu Bar	/挿入(I)	オブジェクト​​(O)...	1	546
Worksheet Menu Bar	/挿入(I)	ハイパーリンク(I)...	1	1576
Worksheet Menu Bar		書式(O)	10	30006
Worksheet Menu Bar	/書式(O)	セル(E)...	1	855
Worksheet Menu Bar	/書式(O)	行(R)	10	30024
Worksheet Menu Bar	/書式(O)/行(R)	高さ(E)...	1	541
Worksheet Menu Bar	/書式(O)/行(R)	自動調整​​(A)	1	882
Worksheet Menu Bar	/書式(O)/行(R)	非表示​​(H)	1	883
Worksheet Menu Bar	/書式(O)/行(R)	再表示​​(U)	1	884
Worksheet Menu Bar	/書式(O)	列(C)	10	30025
Worksheet Menu Bar	/書式(O)/列(C)	幅(W)...	1	542
Worksheet Menu Bar	/書式(O)/列(C)	選択範囲に​​合わせる(A)	1	885
Worksheet Menu Bar	/書式(O)/列(C)	非表示​​(H)	1	886
Worksheet Menu Bar	/書式(O)/列(C)	再表示​​(U)	1	887
Worksheet Menu Bar	/書式(O)/列(C)	標準の幅​​(S)...	1	888
Worksheet Menu Bar	/書式(O)	シート(H)	10	30026
Worksheet Menu Bar	/書式(O)/シート(H)	名前の変更(R)	1	889
Worksheet Menu Bar	/書式(O)/シート(H)	非表示​​(H)	1	890
Worksheet Menu Bar	/書式(O)/シート(H)	再表示(U)...	1	891
Worksheet Menu Bar	/書式(O)/シート(H)	背景​​(B)...	1	952
Worksheet Menu Bar	/書式(O)/シート(H)	シート見出しの色(T)...	1	5747
Worksheet Menu Bar	/書式(O)	オート ​​フォーマット(A)...	1	786
Worksheet Menu Bar	/書式(O)	条件付き書式(D)...	1	3058
Worksheet Menu Bar	/書式(O)	スタイル​​(S)...	1	254
Worksheet Menu Bar	/書式(O)	ふりがな(T)	10	30136
Worksheet Menu Bar	/書式(O)/ふりがな(T)	ふりがなの​​編集(E)	1	1611
Worksheet Menu Bar	/書式(O)/ふりがな(T)	ふりがなの​​設定(T)...	1	1613
Worksheet Menu Bar	/書式(O)/ふりがな(T)	ふりがなの​​表示(S)	1	1614
Worksheet Menu Bar		ツール(T)	10	30007
Worksheet Menu Bar	/ツール(T)	スペル ​​チェック(S)...	1	2
Worksheet Menu Bar	/ツール(T)	ブックの統計情報(B)	1	33780
Worksheet Menu Bar	/ツール(T)	リサーチ​​(R)...	1	7343
Worksheet Menu Bar	/ツール(T)	エラー ​​チェック(K)...	1	6122
Worksheet Menu Bar	/ツール(T)	[読み上げ] ツール バーの表示(H)	1	7011
Worksheet Menu Bar	/ツール(T)	共有ワークスペース(D)...	1	7710
Worksheet Menu Bar	/ツール(T)	ブックの​​共有(B)...	1	2040
Worksheet Menu Bar	/ツール(T)	変更履歴の​​記録(T)	10	30138
Worksheet Menu Bar	/ツール(T)/変更履歴の​​記録(T)	変更箇所​​の表示(H)...	1	2042
Worksheet Menu Bar	/ツール(T)/変更履歴の​​記録(T)	変更箇所の​​確認(A)...	1	305
Worksheet Menu Bar	/ツール(T)	ブックの​​比較と反映(W)...	1	2044
Worksheet Menu Bar	/ツール(T)	保護(P)	10	30029
Worksheet Menu Bar	/ツール(T)/保護(P)	シートの​​保護(P)...	1	893
Worksheet Menu Bar	/ツール(T)/保護(P)	範囲の編集​​を許可(A)...	1	6997
Worksheet Menu Bar	/ツール(T)/保護(P)	ブックの保護(W)...	1	894
Worksheet Menu Bar	/ツール(T)/保護(P)	ブックの保護と共有 (レガシ)(S)	1	3059
Worksheet Menu Bar	/ツール(T)	オンライン グループ作業(N)	10	30468
Worksheet Menu Bar	/ツール(T)/オンライン グループ作業(N)	会議の開始(M)	1	3727
Worksheet Menu Bar	/ツール(T)/オンライン グループ作業(N)	会議のスケジュール(S)...	1	4179
Worksheet Menu Bar	/ツール(T)/オンライン グループ作業(N)	Web ディスカッション(W)	1	4177
Worksheet Menu Bar	/ツール(T)/オンライン グループ作業(N)	校閲結果の​​差し込み終了(N)...	1	6141
Worksheet Menu Bar	/ツール(T)	ゴール シーク​​(G)...	1	856
Worksheet Menu Bar	/ツール(T)	シナリオ​​(E)...	1	857
Worksheet Menu Bar	/ツール(T)	ワークシート分析(U)	10	30028
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	参照元の​​トレース(T)	1	486
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	参照先の​​トレース(D)	1	451
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	エラーの​​トレース(E)	1	463
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	すべてのトレース矢印​​を削除(A)	1	453
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	数式の​​検証(F)	1	5687
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	ウォッチ ウィンドウの表示(W)	1	5686
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	ワークシート​​分析モード(M)	1	6059
Worksheet Menu Bar	/ツール(T)/ワークシート分析(U)	[ワークシート分析] ツールバーの表示(S)	1	892
Worksheet Menu Bar	/ツール(T)	マクロ(M)	10	30017
Worksheet Menu Bar	/ツール(T)/マクロ(M)	マクロ​​(M)...	1	186
Worksheet Menu Bar	/ツール(T)/マクロ(M)	新しいマクロ​​の記録(R)...	1	184
Worksheet Menu Bar	/ツール(T)/マクロ(M)	セキュリティ​​(S)...	1	3627
Worksheet Menu Bar	/ツール(T)/マクロ(M)	Visual Basic ​​Editor(V)	1	1695
Worksheet Menu Bar	/ツール(T)	アドイン(I)...	1	943
Worksheet Menu Bar	/ツール(T)	オートコレクトの​​オプション(A)...	1	793
Worksheet Menu Bar	/ツール(T)	ユーザー​​設定(C)...	1	797
Worksheet Menu Bar	/ツール(T)	オプション​​(O)...	1	522
Worksheet Menu Bar	/ツール(T)	キーボードの​​ユーザー設定(K)...	1	818
